PGA_scaffold10__49_contigs__length_53961475	353001	354000	*	8.2968821481003e-05	0.00357287918251366	55.0925925925926
PGA_scaffold10__49_contigs__length_53961475	563001	564000	*	1.22660061127709e-05	0.000842475723983631	100
PGA_scaffold10__49_contigs__length_53961475	919001	920000	*	2.25654005615097e-06	0.000225924642184806	57.5757575757576
PGA_scaffold10__49_contigs__length_53961475	1122001	1123000	*	0.000343197530924404	0.0098465756532452	51.5669515669516
PGA_scaffold10__49_contigs__length_53961475	1189001	1190000	*	0.000239066990930743	0.00764840891685432	100
PGA_scaffold10__49_contigs__length_53961475	1705001	1706000	*	1.49090535250755e-05	0.000980088217075231	-61.1111111111111
PGA_scaffold10__49_contigs__length_53961475	2331001	2332000	*	0.00014402758681682	0.0053221122954591	-85.7142857142857
PGA_scaffold10__49_contigs__length_53961475	2462001	2463000	*	9.14686105794518e-05	0.00383824966918192	-63.4615384615385
PGA_scaffold10__49_contigs__length_53961475	2470001	2471000	*	3.70833891278345e-05	0.00195448214223883	53.1772575250836
PGA_scaffold10__49_contigs__length_53961475	2634001	2635000	*	1.85767501962757e-11	9.74831772919969e-09	56.4705882352941
PGA_scaffold10__49_contigs__length_53961475	3360001	3361000	*	0.000108980858562907	0.00433984579237888	-60
PGA_scaffold10__49_contigs__length_53961475	3389001	3390000	*	1.93748769777264e-05	0.00119640293396475	64.7058823529412
PGA_scaffold10__49_contigs__length_53961475	5687001	5688000	*	4.84297262545602e-06	0.000411996864066555	64.6616541353383
PGA_scaffold10__49_contigs__length_53961475	6374001	6375000	*	9.46592108992785e-05	0.00392000472777908	-57.6023391812865
PGA_scaffold10__49_contigs__length_53961475	6450001	6451000	*	0.000178458550161441	0.00621436235017522	100
PGA_scaffold10__49_contigs__length_53961475	6543001	6544000	*	0.000124713207230036	0.00479942870238676	54.5454545454545
PGA_scaffold10__49_contigs__length_53961475	6820001	6821000	*	0.000146194385760076	0.00537069294121683	-100
PGA_scaffold10__49_contigs__length_53961475	6828001	6829000	*	1.64930216454964e-05	0.00105964978992093	-89.4736842105263
PGA_scaffold10__49_contigs__length_53961475	6888001	6889000	*	0.000239066990930743	0.00764840891685432	100
