ID,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual
Scaffold_01:1044382-1044476,0.217641350312061,-0.0431448662505853,0.377634204296983,0.834558486950474,0.478870038486473,3,-2.18139042375891,12.3627808475178,13.1516791568627,0.855645553530094,6
Scaffold_01:10818326-10818422,0.0904536030643847,-0.111667818476863,0.245937038708525,0.447521110699914,0.652697365973479,3,1.53098662846228,4.93802674307543,6.87765334222744,0.544365243078468,9
Scaffold_01:11013319-11013967,0.0255282768684537,-0.191020994938557,0.445771573742411,0.117886689968667,0.890146700661551,3,-5.60578646781375,19.2115729356275,21.1511995347795,1.78841066361107,9
Scaffold_01:11667762-11668050,0.0804541925903159,-0.123889320167392,0.30646576401223,0.393720316855428,0.685614760245044,3,-1.10937920804468,10.2187584160894,12.1583850152414,0.845291380604396,9
Scaffold_01:11668500-11668708,0.101364569652534,-0.098332192646903,0.14586139755574,0.507592454105702,0.618195612628563,3,7.80001131607021,-7.60002263214041,-5.66039603298841,0.191479925672224,9
Scaffold_01:11669574-11669710,0.166362884001025,-0.0188898084431914,0.230672300270816,0.898032205664814,0.440957456766719,3,2.29991630655192,3.40016738689616,5.33979398604816,0.478887391010065,9
Scaffold_01:12542986-12543129,0.00219688488066448,-0.21953714070141,0.157171457862811,0.00990774814509156,0.990151955650766,3,6.90384581101806,-5.80769162203612,-3.86806502288412,0.222325804500493,9
Scaffold_01:12749700-12750126,0.0806135460085479,-0.123694554878442,0.215007641570289,0.394568524980506,0.685080258682339,3,3.14381054783891,1.71237890432217,3.65200550347417,0.416054573402561,9
Scaffold_01:12750839-12750953,0.256142151492191,0.0908404073793446,0.341230728696294,1.54954294564086,0.264061309968373,3,-2.39881308259584,12.7976261651917,14.7372527643437,1.04794569185943,9
Scaffold_01:12751668-12752924,0.100811834740308,-0.0990077575396231,0.34469488781436,0.504514265043035,0.619908541192996,3,-2.5200223270047,13.0400446540094,14.9796712531614,1.06933109116819,9
Scaffold_01:12757909-12758220,0.167231452587961,-0.0178282246147139,0.39409097381197,0.903662294865085,0.438893767123354,3,-4.12708798369995,16.2541759673999,18.1938025665519,1.3977692607606,9
Scaffold_01:12758676-12759371,0.141068498493883,-0.0498051685074763,0.188848712168332,0.739067366966227,0.504444497349242,3,4.7005386264538,-1.4010772529076,0.538549346244405,0.320974524788737,9
Scaffold_01:12760862-12761478,0.0874716861174363,-0.115312383634245,0.201994545700239,0.431353834768923,0.662382071052525,3,3.89300503740796,0.21398992518409,2.15361652433609,0.367216168433813,9
