#chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI-205	methylation_level_EPI-206	methylation_level_EPI-214	methylation_level_EPI-215	methylation_level_EPI-220	methylation_level_EPI-221	methylation_level_EPI-226	methylation_level_EPI-227
PGA_scaffold11__79_contigs__length_51449921	32765	32789	3	EPI-226,EPI-227	EPI-220	0.5416666666666666	0.46153846153846156	0.30612244897959184	0.4782608695652174	0.037037037037037035	0.35555555555555557	0.625	0.6190476190476191
PGA_scaffold12__71_contigs__length_50438331	31798377	31798402	3	EPI-220,EPI-221	EPI-206	NA	0.024390243902439025	0.0	0.0	0.6666666666666666	0.6818181818181818	NA	NA
PGA_scaffold13__52_contigs__length_44396874	17937030	17937040	3	EPI-205,EPI-227	EPI-220	0.9454545454545454	0.9104477611940298	0.8153846153846154	0.8865979381443299	0.7761194029850746	0.8	0.8870967741935484	0.9545454545454546
PGA_scaffold14__91_contigs__length_45393038	6931832	6932023	5	EPI-214,EPI-215	EPI-206	NA	0.0	0.9655172413793104	0.9705882352941176	0.38461538461538464	NA	NA	NA
PGA_scaffold14__91_contigs__length_45393038	38284040	38284226	5	EPI-226,EPI-206	EPI-214,EPI-215,EPI-221	0.6666666666666666	0.6792452830188679	0.43478260869565216	0.0	NA	0.0	0.9318181818181818	NA
PGA_scaffold15__101_contigs__length_47938513	5533043	5533057	3	EPI-205,EPI-227	EPI-221	0.7476635514018691	0.4956521739130435	0.5519125683060109	0.5053763440860215	0.5319148936170213	0.4152542372881356	0.6461538461538462	0.7313432835820896
PGA_scaffold17__51_contigs__length_34923512	16402131	16402146	4	EPI-206,EPI-205	EPI-214,EPI-220	0.4375	0.48148148148148145	0.0	0.23529411764705882	0.0	NA	NA	0.25
PGA_scaffold1__77_contigs__length_89643857	49664426	49664547	4	EPI-214,EPI-215	EPI-227,EPI-206	0.4	0.34782608695652173	0.9354838709677419	1.0	NA	NA	NA	0.21739130434782608
PGA_scaffold1__77_contigs__length_89643857	64091777	64092006	5	EPI-206,EPI-227	EPI-214	0.6666666666666666	0.6666666666666666	0.03333333333333333	NA	NA	NA	0.8	0.9285714285714286
PGA_scaffold1__77_contigs__length_89643857	69693017	69693036	4	EPI-214,EPI-215	EPI-206	NA	0.2222222222222222	0.9545454545454546	0.9411764705882353	NA	NA	NA	NA
PGA_scaffold4__129_contigs__length_65288255	12563086	12563194	12	EPI-227,EPI-205,EPI-206,EPI-226	EPI-214,EPI-221,EPI-215	0.32098765432098764	0.3695652173913043	0.007407407407407408	0.030303030303030304	0.3	0.016129032258064516	0.5833333333333334	0.7
PGA_scaffold4__129_contigs__length_65288255	12711735	12711757	3	EPI-214,EPI-215	EPI-206	NA	0.0	0.9545454545454546	0.9642857142857143	NA	0.625	NA	0.6666666666666666
PGA_scaffold4__129_contigs__length_65288255	13169593	13169693	10	EPI-215,EPI-214	EPI-206,EPI-205	0.0	0.0	0.9577464788732394	0.98	NA	0.8108108108108109	NA	0.7441860465116279
PGA_scaffold4__129_contigs__length_65288255	55958683	55958732	3	EPI-205,EPI-227	EPI-214,EPI-221	1.0	1.0	0.4482758620689655	0.6666666666666666	NA	0.4	NA	1.0
PGA_scaffold4__129_contigs__length_65288255	59280175	59280219	6	EPI-227,EPI-205	EPI-214	0.9142857142857143	NA	0.3142857142857143	NA	NA	NA	NA	0.9032258064516129
PGA_scaffold5__109_contigs__length_67248332	21347599	21347681	4	EPI-206,EPI-227	EPI-214	NA	0.8888888888888888	0.2	0.5238095238095238	NA	NA	NA	0.8888888888888888
PGA_scaffold5__109_contigs__length_67248332	34305281	34305309	3	EPI-205,EPI-226	EPI-215,EPI-221	1.0	NA	0.6666666666666666	0.23809523809523808	NA	0.3125	0.9047619047619048	NA
PGA_scaffold6__104_contigs__length_61759565	8190363	8190397	4	EPI-205,EPI-227	EPI-214	0.9259259259259259	NA	0.5306122448979592	0.7352941176470589	NA	0.8333333333333334	NA	0.8780487804878049
PGA_scaffold6__104_contigs__length_61759565	11133963	11133998	7	EPI-214,EPI-221	EPI-206	0.8	0.0	0.8863636363636364	NA	NA	1.0	NA	NA
PGA_scaffold6__104_contigs__length_61759565	36978546	36978582	5	EPI-214,EPI-220	EPI-206	0.5833333333333334	0.28	0.925	NA	1.0	NA	NA	NA
PGA_scaffold7__69_contigs__length_43120122	31870820	31870854	5	EPI-220,EPI-215	EPI-206,EPI-226,EPI-227	0.6285714285714286	0.2564102564102564	0.6964285714285714	0.7954545454545454	0.8292682926829268	0.8148148148148148	0.4	0.3870967741935484
PGA_scaffold8__63_contigs__length_61151155	52956450	52956473	4	EPI-214,EPI-215	EPI-205,EPI-226	0.0	0.07692307692307693	0.2962962962962963	0.4	NA	NA	0.0	NA
PGA_scaffold8__63_contigs__length_61151155	60436939	60437374	12	EPI-206,EPI-227	EPI-215,EPI-221,EPI-214	NA	0.76171875	0.42924528301886794	0.11594202898550725	0.5545454545454546	0.0	0.5157894736842106	0.7592592592592593
PGA_scaffold9__45_contigs__length_38581958	6762330	6762550	11	EPI-215,EPI-220	EPI-206,EPI-227,EPI-205	0.6114206128133705	0.6717763751127142	0.6489746682750301	0.7514851485148515	0.8422535211267606	0.669024045261669	0.7285974499089253	0.5971896955503513
PGA_scaffold9__45_contigs__length_38581958	23584564	23584589	4	EPI-205,EPI-206	EPI-215	1.0	0.8	0.6296296296296297	0.0	NA	NA	NA	NA
