chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.151	methylation_level_EPI.152	methylation_level_EPI.153	methylation_level_EPI.154	methylation_level_EPI.159	methylation_level_EPI.160	methylation_level_EPI.161	methylation_level_EPI.162	methylation_level_EPI.167	methylation_level_EPI.168	methylation_level_EPI.169	methylation_level_EPI.170
PGA_scaffold10__49_contigs__length_53961475	53879662	53879779	7	EPI-152,EPI-161,EPI-154,EPI-153	EPI-170,EPI-167,EPI-169	0.447552447552448	0.944444444444444	0.653061224489796	0.659574468085106	0.279411764705882	NA	1	0.35	0.103174603174603	0.354166666666667	0.135802469135802	0.193548387096774
PGA_scaffold12__71_contigs__length_50438331	16522828	16522837	3	EPI-152,EPI-154,EPI-151	EPI-161,EPI-170	0.888888888888889	0.833333333333333	0.857142857142857	0.944444444444444	0.833333333333333	0.625	0.2	NA	0.571428571428571	0.444444444444444	0.5	0.5
PGA_scaffold13__52_contigs__length_44396874	21205586	21205602	8	EPI-160,EPI-162	EPI-154,EPI-167,EPI-170	0.451612903225806	0.333333333333333	0.321428571428571	0	NA	0.508771929824561	0.0666666666666667	0.555555555555556	0.176470588235294	0.277777777777778	0.205882352941176	0.180327868852459
PGA_scaffold13__52_contigs__length_44396874	25186560	25186569	4	EPI-152,EPI-153	EPI-162,EPI-167	0.956521739130435	0.96875	1	0.9	1	0.763157894736842	0.909090909090909	0.653846153846154	0.722222222222222	1	0.774193548387097	0.916666666666667
PGA_scaffold14__91_contigs__length_45393038	18436762	18436766	4	EPI-168,EPI-170	EPI-153,EPI-159	0.689922480620155	0.742857142857143	0.573170731707317	0.641509433962264	0.577777777777778	0.761290322580645	0.60377358490566	0.652542372881356	0.770642201834862	0.803921568627451	0.695121951219512	0.814159292035398
PGA_scaffold14__91_contigs__length_45393038	41225273	41225504	7	EPI-154,EPI-151	EPI-160,EPI-162,EPI-168	0.23972602739726	0	0	0.476744186046512	NA	0	0	0	0	0	0.03125	0
PGA_scaffold15__101_contigs__length_47938513	5533043	5533096	9	EPI-151,EPI-152,EPI-161	EPI-167	0.628676470588235	0.630597014925373	0.555555555555556	0.451038575667656	0.512820512820513	0.444852941176471	0.572	0.489655172413793	0.297101449275362	0.443223443223443	0.495901639344262	0.531645569620253
PGA_scaffold15__101_contigs__length_47938513	5534597	5534862	7	EPI-151,EPI-153,EPI-152,EPI-159,EPI-161	EPI-167,EPI-168	0.384959713518353	0.335836909871245	0.304444444444444	0.31640625	0.281045751633987	0.316265060240964	0.302238805970149	0.237020316027088	0.190998902305159	0.210958904109589	0.264379414732593	0.284632034632035
PGA_scaffold15__101_contigs__length_47938513	15010651	15010661	4	EPI-152,EPI-154	EPI-162,EPI-167	0.754716981132076	0.977777777777778	0.878787878787879	1	0.714285714285714	0.892857142857143	1	0.583333333333333	0.4	0.868421052631579	1	0.9
PGA_scaffold16__33_contigs__length_31980953	9356195	9356244	7	EPI-159,EPI-168,EPI-170	EPI-151,EPI-152,EPI-153	0.275280898876405	0.307692307692308	0.275862068965517	0.486486486486487	0.830508474576271	0.422413793103448	0.304347826086957	0.469879518072289	0.416243654822335	0.65546218487395	0.428571428571429	0.723577235772358
PGA_scaffold17__51_contigs__length_34923512	15397798	15397931	11	EPI-160,EPI-167,EPI-169,EPI-170	EPI-151,EPI-153,EPI-154	0.319672131147541	NA	0.444444444444444	0.0909090909090909	NA	0.818965517241379	0.84	0.804878048780488	0.845070422535211	NA	0.83695652173913	0.974358974358974
PGA_scaffold1__77_contigs__length_89643857	46778719	46778729	3	EPI-153,EPI-151	EPI-167	0.909090909090909	0.692307692307692	1	0.894736842105263	0.769230769230769	0.738095238095238	0.636363636363636	0.692307692307692	0.618181818181818	1	0.666666666666667	0.75
PGA_scaffold1__77_contigs__length_89643857	46781357	46781431	5	EPI-151,EPI-153,EPI-154	EPI-161,EPI-170	0.942028985507246	0.756756756756757	0.933333333333333	1	NA	0.541666666666667	0.0416666666666667	0.4	0.701754385964912	NA	0.596774193548387	0.119047619047619
PGA_scaffold2__36_contigs__length_69596280	4050115	4050131	3	EPI-153,EPI-159,EPI-160	EPI-168	0.625	0.522388059701492	0.758064516129032	0.588235294117647	0.709677419354839	0.682352941176471	0.549295774647887	0.454545454545455	0.558139534883721	0.287671232876712	0.416666666666667	0.430769230769231
