chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.175	methylation_level_EPI.176	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185	methylation_level_EPI.187	methylation_level_EPI.188	methylation_level_EPI.193	methylation_level_EPI.194	methylation_level_EPI.199	methylation_level_EPI.200	methylation_level_EPI.205	methylation_level_EPI.206	methylation_level_EPI.208	methylation_level_EPI.209	methylation_level_EPI.214	methylation_level_EPI.215	methylation_level_EPI.220	methylation_level_EPI.221	methylation_level_EPI.226	methylation_level_EPI.227	methylation_level_EPI.229	methylation_level_EPI.230
PGA_scaffold10__49_contigs__length_53961475	11112906	11112925	3	EPI-194,EPI-220,EPI-221,EPI-227	EPI-184,EPI-200,EPI-230	0.266666666666667	0.375	0.414634146341463	0.242424242424242	0	NA	0.428571428571429	0.321428571428571	0.357142857142857	0.475409836065574	0.439024390243902	0.1	0.459459459459459	0.326530612244898	0.242424242424242	0.296296296296296	0.355932203389831	NA	0.541666666666667	0.714285714285714	0.2	0.6	0.304347826086957	0.0967741935483871
PGA_scaffold10__49_contigs__length_53961475	18561472	18561475	4	EPI-182,EPI-184	EPI-188,EPI-208,EPI-230	0.888888888888889	0.849056603773585	0.736842105263158	0.893333333333333	0.941176470588235	0.916666666666667	0.905660377358491	0.685185185185185	0.80188679245283	0.9	0.775510204081633	0.82	0.707317073170732	0.891304347826087	0.645569620253165	0.716049382716049	0.76	0.844827586206897	0.863636363636364	0.844444444444444	0.833333333333333	0.884615384615385	0.8125	0.699029126213592
PGA_scaffold10__49_contigs__length_53961475	27399987	27400171	3	EPI-175,EPI-194,EPI-215	EPI-181,EPI-230,EPI-187	0.942857142857143	0.921052631578947	0.612244897959184	0.888888888888889	1	NA	0.823529411764706	0.8	0.9	0.966292134831461	0.772727272727273	0.9375	NA	1	NA	0.888888888888889	0.8	0.87719298245614	1	0.8125	0.904761904761905	1	0.866666666666667	0.709677419354839
PGA_scaffold10__49_contigs__length_53961475	46364767	46364796	3	EPI-187,EPI-206,EPI-200,EPI-182	EPI-175,EPI-194,EPI-214	0.615384615384615	0.735294117647059	0.857142857142857	0.854838709677419	0.909090909090909	NA	0.823529411764706	0.75	0.857142857142857	0.689655172413793	0.7	0.909090909090909	0.9	0.941176470588235	0.771428571428571	0.842105263157895	0.686567164179104	0.852941176470588	0.862068965517241	NA	NA	0.857142857142857	0.846153846153846	0.75
PGA_scaffold11__79_contigs__length_51449921	45690778	45690850	5	EPI-182,EPI-200,EPI-187	EPI-194,EPI-229,EPI-209,EPI-193,EPI-221	0.967741935483871	0.907407407407407	0.91566265060241	0.987951807228916	0.96969696969697	1	0.977777777777778	1	0.754716981132076	0.7	0.908045977011494	0.965116279069767	1	1	0.891891891891892	0.796116504854369	0.902777777777778	0.918367346938776	1	0.895833333333333	0.975	1	0.829268292682927	0.8
PGA_scaffold11__79_contigs__length_51449921	47140700	47140954	4	EPI-214,EPI-221	EPI-209,EPI-182,EPI-193,EPI-199	0.9140625	0.962025316455696	0.972222222222222	0.876543209876543	0.945945945945946	NA	0.964601769911504	1	0.887640449438202	0.979020979020979	0.792207792207792	0.923728813559322	1	1	1	0.797619047619048	0.915492957746479	0.9625	1	0.959459459459459	1	0.983606557377049	0.878787878787879	0.983870967741935
PGA_scaffold12__71_contigs__length_50438331	23168536	23168553	4	EPI-176,EPI-181,EPI-182,EPI-193,EPI-205	EPI-200,EPI-214	0.0217391304347826	0.391304347826087	0.259259259259259	0.215686274509804	0.0416666666666667	NA	0.148148148148148	0.0357142857142857	0.188679245283019	0.0526315789473684	NA	0	0.4	0.0857142857142857	0.1	0.109090909090909	0	0.185185185185185	0.111111111111111	0	0	0	0	0
PGA_scaffold13__52_contigs__length_44396874	17937026	17937054	5	EPI-208,EPI-227,EPI-230	EPI-181,EPI-193,EPI-214,EPI-220,EPI-221	0.938775510204082	0.854166666666667	0.764044943820225	0.923076923076923	0.909090909090909	NA	0.833333333333333	0.945945945945946	0.774647887323944	0.924657534246575	0.87037037037037	0.884955752212389	0.954022988505747	0.906542056074766	0.949640287769784	0.876106194690266	0.827272727272727	0.891025641025641	0.763636363636364	0.833333333333333	0.891089108910891	0.972602739726027	0.948453608247423	0.947826086956522
PGA_scaffold14__91_contigs__length_45393038	10585600	10585603	3	EPI-175,EPI-182,EPI-194	EPI-188,EPI-230	0.0239938080495356	0.0149253731343284	0.0140845070422535	0.0209662716499544	0.0126050420168067	0.0143646408839779	0.0158227848101266	0.0112612612612613	0.0148104265402844	0.0214088397790055	0.0175438596491228	0.0169014084507042	0.0209205020920502	0.0156351791530945	0.0161394448030988	0.0140449438202247	0.0159680638722555	0.0118143459915612	0.0155925155925156	0.020776874435411	0.0120336943441637	0.0154559505409583	0.0141158989598811	0.00668449197860963
PGA_scaffold14__91_contigs__length_45393038	18418551	18418572	3	EPI-175,EPI-200,EPI-221,EPI-193	EPI-209,EPI-226,EPI-230,EPI-208	0.868421052631579	0.8	0.777777777777778	0.71875	0.806451612903226	0.772727272727273	0.75	0.785714285714286	0.970588235294118	0.75	0.8	0.95	0.833333333333333	0.738095238095238	0.619047619047619	0.674418604651163	0.863636363636364	0.545454545454545	NA	0.962962962962963	0.545454545454545	0.666666666666667	0.916666666666667	0.617647058823529
