chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.103	methylation_level_EPI.104	methylation_level_EPI.111	methylation_level_EPI.113	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.127	methylation_level_EPI.128	methylation_level_EPI.143	methylation_level_EPI.145
PGA_scaffold10__49_contigs__length_53961475	10029611	10029642	6	EPI-104,EPI-103,EPI-119,EPI-127	EPI-113,EPI-143	0.902439024390244	0.711111111111111	0.866666666666667	0	0.918918918918919	0.8	0.333333333333333	0.6	0.952380952380952	NA	0.583333333333333	0.608695652173913
PGA_scaffold10__49_contigs__length_53961475	13645155	13645260	4	EPI-113,EPI-111	EPI-104,EPI-135	1	0.5	1	0.96078431372549	0.904761904761905	NA	0.636363636363636	1	NA	0.785714285714286	NA	1
PGA_scaffold10__49_contigs__length_53961475	14917363	14917384	3	EPI-103,EPI-127	EPI-120,EPI-145	0.9	0.636363636363636	0.666666666666667	0.714285714285714	NA	0.294117647058824	0.583333333333333	0.8125	0.875	0.4	0.9	0.347826086956522
PGA_scaffold10__49_contigs__length_53961475	24426830	24426843	5	EPI-111,EPI-145	EPI-119,EPI-128	0.942857142857143	0.96078431372549	1	1	0.5	0.930232558139535	0.86046511627907	0.88135593220339	NA	0.741379310344828	0.868421052631579	1
PGA_scaffold10__49_contigs__length_53961475	24776144	24776185	10	EPI-128,EPI-104	EPI-119,EPI-143	0.236220472440945	0.25	0.161290322580645	0.188811188811189	0.0594594594594595	0.132	0.189349112426035	0.224358974358974	0.171717171717172	0.304568527918782	0.106918238993711	0.134328358208955
PGA_scaffold11__79_contigs__length_51449921	28525380	28525395	4	EPI-111,EPI-113	EPI-135,EPI-128	0.578947368421053	0.928571428571429	0.882352941176471	1	NA	0.735294117647059	0.4	0.551724137931034	0.722222222222222	0.475	NA	0.473684210526316
PGA_scaffold11__79_contigs__length_51449921	39354932	39354946	3	EPI-111,EPI-113	EPI-127,EPI-128	NA	0.777777777777778	1	0.944444444444444	0.842105263157895	NA	0.590909090909091	0.821428571428571	0.384615384615385	0.466666666666667	NA	0.473684210526316
PGA_scaffold12__71_contigs__length_50438331	1231053	1231093	7	EPI-120,EPI-136		0.0714285714285714	0	0.0103092783505155	0	0.0806451612903226	0.181818181818182	0	0.105882352941176	0.0256410256410256	0.08	0.0454545454545455	0
PGA_scaffold12__71_contigs__length_50438331	1231505	1231568	5	EPI-119,EPI-136		0	0.0416666666666667	0	NA	0.0595238095238095	0	0.136363636363636	0.296875	0	0	0	0
PGA_scaffold12__71_contigs__length_50438331	23089514	23089518	3	EPI-120,EPI-135	EPI-111	NA	0.153846153846154	0	0	0.307692307692308	0.333333333333333	0.411764705882353	0.0526315789473684	0.153846153846154	0	NA	0.214285714285714
PGA_scaffold12__71_contigs__length_50438331	27198335	27198379	5	EPI-104,EPI-111,EPI-113	EPI-119	0.782608695652174	0.967741935483871	1	1	0.458333333333333	0.615384615384615	0.711538461538462	0.626373626373626	0.571428571428571	0.709677419354839	0.742857142857143	NA
PGA_scaffold12__71_contigs__length_50438331	31134106	31134123	3	EPI-103,EPI-104,EPI-113	EPI-135	1	0.916666666666667	0.470588235294118	1	0.545454545454545	0.473684210526316	0.444444444444444	0.833333333333333	0.6875	0.608695652173913	0.625	0.833333333333333
PGA_scaffold12__71_contigs__length_50438331	41217708	41217719	3	EPI-104,EPI-120,EPI-135		0	0.206896551724138	0	0	0	0.277777777777778	0.333333333333333	0	0	0	0	0.0666666666666667
PGA_scaffold13__52_contigs__length_44396874	5569690	5569699	4	EPI-113,EPI-145	EPI-135,EPI-119	1	0.833333333333333	0.714285714285714	1	0.388888888888889	NA	0.181818181818182	1	1	0.875	NA	1
PGA_scaffold13__52_contigs__length_44396874	10647610	10647622	3	EPI-104,EPI-113,EPI-145	EPI-120,EPI-135	0.8	1	0.5625	1	0.636363636363636	0.48	0.346153846153846	0.52	0.875	0.666666666666667	0.894736842105263	1
PGA_scaffold13__52_contigs__length_44396874	17937026	17937040	4	EPI-104,EPI-127,EPI-128	EPI-119,EPI-145	0.764705882352941	0.911392405063291	0.774193548387097	0.695652173913043	0.52	0.764705882352941	0.814285714285714	0.869047619047619	0.916666666666667	0.9375	0.875	0.53125
PGA_scaffold13__52_contigs__length_44396874	19133672	19133695	5	EPI-127,EPI-128	EPI-120	0.851851851851852	1	0.823529411764706	0.938775510204082	0.944444444444444	0.772727272727273	0.859154929577465	0.902439024390244	1	0.985294117647059	0.864864864864865	0.983050847457627
PGA_scaffold13__52_contigs__length_44396874	21046993	21046998	3	EPI-127,EPI-128	EPI-120,EPI-143	NA	0.631578947368421	NA	0.444444444444444	0.5	0.19047619047619	0.277777777777778	NA	0.764705882352941	0.722222222222222	0.166666666666667	0.619047619047619
PGA_scaffold14__91_contigs__length_45393038	7730742	7730823	5	EPI-111,EPI-145,EPI-136	EPI-127,EPI-128	NA	0.782608695652174	0.91025641025641	0.4	0.8	1	0.594594594594595	0.892857142857143	0.205882352941176	0.377777777777778	NA	0.948275862068966
PGA_scaffold14__91_contigs__length_45393038	11594029	11594119	5	EPI-113,EPI-145	EPI-119,EPI-135	NA	0.74468085106383	0.897435897435897	0.975609756097561	0.107142857142857	0.735294117647059	0.581395348837209	0.941176470588235	0.730769230769231	0.652173913043478	0.793103448275862	1
PGA_scaffold14__91_contigs__length_45393038	12689278	12689362	4	EPI-135,EPI-136	EPI-145	0.931034482758621	0.806451612903226	0.857142857142857	0.964285714285714	0.808510638297872	0.80952380952381	0.909090909090909	0.972972972972973	0.958333333333333	0.795918367346939	0.708333333333333	0.339285714285714
PGA_scaffold14__91_contigs__length_45393038	13573212	13573235	3	EPI-111,EPI-113		0.166666666666667	0.133333333333333	0.307692307692308	0.444444444444444	0	0.121951219512195	NA	0	0	0	NA	0
PGA_scaffold14__91_contigs__length_45393038	18735353	18735374	3	EPI-135,EPI-136	EPI-111	NA	0.666666666666667	0.62962962962963	0.8	0.636363636363636	NA	1	1	0.772727272727273	0.944444444444444	0.9	0.833333333333333
PGA_scaffold14__91_contigs__length_45393038	40696789	40696797	3	EPI-136,EPI-111,EPI-119,EPI-120	EPI-128,EPI-127	0.5	0.736842105263158	0.866666666666667	0.576923076923077	1	0.833333333333333	0.478260869565217	0.785714285714286	0.272727272727273	0.303030303030303	0.5	0.444444444444444
PGA_scaffold14__91_contigs__length_45393038	41137057	41137286	8	EPI-103,EPI-127	EPI-143,EPI-111,EPI-119,EPI-120	1	0.537037037037037	0.0701754385964912	0.5	0	0	NA	0.5	0.649122807017544	0.52	0	NA
PGA_scaffold14__91_contigs__length_45393038	44850894	44850996	7	EPI-119,EPI-136	EPI-103,EPI-113,EPI-143	0.205882352941176	0.464285714285714	0.176470588235294	0.267441860465116	0.7375	0.358208955223881	0.230769230769231	0.518867924528302	0.524590163934426	0.264705882352941	0	0.436619718309859
PGA_scaffold14__91_contigs__length_45393038	44851871	44851913	4	EPI-104,EPI-127,EPI-143	EPI-135	0.488372093023256	0.631578947368421	0.537313432835821	0.60377358490566	0.456140350877193	0.379310344827586	0.158536585365854	0.381818181818182	0.631578947368421	0.487179487179487	0.693877551020408	0.397260273972603
PGA_scaffold15__101_contigs__length_47938513	21140590	21140629	3	EPI-119,EPI-135	EPI-104	1	0.571428571428571	0.736842105263158	0.875	0.96551724137931	0.5	0.90625	NA	0.8	0.933333333333333	0.8	0.681818181818182
PGA_scaffold15__101_contigs__length_47938513	40340179	40340288	7	EPI-127,EPI-103	EPI-120,EPI-143	0.229885057471264	0.0695652173913043	0.1	0.147286821705426	0.116883116883117	0.0112994350282486	0.205882352941176	0.0967741935483871	0.416149068322981	0.176470588235294	0	0.188755020080321
PGA_scaffold17__51_contigs__length_34923512	8976079	8976131	6	EPI-120,EPI-136	EPI-113	0.897959183673469	0.932432432432432	1	0.666666666666667	0.897435897435897	0.942028985507246	1	0.968253968253968	0.956521739130435	0.947368421052632	0.961538461538462	0.953488372093023
PGA_scaffold17__51_contigs__length_34923512	27526085	27526152	9	EPI-135,EPI-136		0.0752688172043011	0	0	0	0.0598290598290598	0.00746268656716418	0.1796875	0.150537634408602	0	0.00574712643678161	0.0694444444444444	0.0729166666666667
PGA_scaffold17__51_contigs__length_34923512	32964209	32964230	4	EPI-120,EPI-143,EPI-145		0	0	0	0	0	0.107142857142857	0	0	0	0	0.193548387096774	0.1875
PGA_scaffold18__69_contigs__length_27737463	8945939	8945968	4	EPI-120,EPI-136		0	0	0	0	0	0.291666666666667	0	0.35	NA	0	0	0
PGA_scaffold18__69_contigs__length_27737463	18664659	18664875	13	EPI-135,EPI-143,EPI-145	EPI-128,EPI-127	0	0	0	0	0	0.027027027027027	0.507462686567164	0.0114942528735632	0.0101010101010101	0	0.412698412698413	0.43956043956044
PGA_scaffold18__69_contigs__length_27737463	19258200	19258272	8	EPI-128,EPI-127,EPI-143		0.0666666666666667	0	0	NA	0	0	0	0	0.35	0.292134831460674	0.416666666666667	0
PGA_scaffold1__77_contigs__length_89643857	15916439	15916740	10	EPI-119,EPI-120	EPI-145	0.9375	0.979166666666667	1	0.956521739130435	0.901960784313726	0.82051282051282	0.761904761904762	0.9375	0.426470588235294	0.4	0.194444444444444	0.462068965517241
PGA_scaffold1__77_contigs__length_89643857	21584022	21584046	3	EPI-113,EPI-143	EPI-103,EPI-104,EPI-135	0	0	0.4	0.722222222222222	NA	0.185185185185185	0.0555555555555556	0.4	NA	0.375	0.6	0.222222222222222
PGA_scaffold1__77_contigs__length_89643857	43276937	43276981	5	EPI-127,EPI-128,EPI-113	EPI-119	0	0.0888888888888889	0.0306122448979592	0.140350877192982	0.00892857142857143	0	0.0645161290322581	0	0.310344827586207	0.3125	0	0
PGA_scaffold1__77_contigs__length_89643857	46698259	46698291	6	EPI-111,EPI-143	EPI-135,EPI-127	1	0.897959183673469	0.985074626865672	0.875	0.878378378378378	1	0.6875	1	0.716216216216216	0.959183673469388	0.979591836734694	0.945945945945946
PGA_scaffold1__77_contigs__length_89643857	46757428	46757486	7	EPI-111,EPI-113		0	0	0.0625	0.147368421052632	0.0201342281879195	0.0769230769230769	0.0192307692307692	0.0340909090909091	0	0.0246913580246914	0	0
PGA_scaffold1__77_contigs__length_89643857	60340187	60340200	6	EPI-104,EPI-128	EPI-119	0.592592592592593	0.663265306122449	0.789473684210526	0.508196721311475	0.294117647058824	0.4375	0.366666666666667	0.470588235294118	0.552238805970149	0.777777777777778	0.743589743589744	0.597402597402597
PGA_scaffold1__77_contigs__length_89643857	69390554	69390616	5	EPI-103,EPI-128		0.1875	NA	0	0	0	NA	0.1	0.05	0	0.18	NA	0.142857142857143
PGA_scaffold1__77_contigs__length_89643857	74887511	74887567	7	EPI-127,EPI-128	EPI-111,EPI-120	0.222222222222222	NA	0.314285714285714	0.388888888888889	0.625	0.05	0.617647058823529	0.7	0.836065573770492	0.723404255319149	0.56	0.540983606557377
PGA_scaffold2__36_contigs__length_69596280	11278255	11278372	3	EPI-128,EPI-104,EPI-111	EPI-136,EPI-119	0	0.355555555555556	0.689655172413793	0.352941176470588	0.138888888888889	0.21875	0.285714285714286	0	0.545454545454545	0.375	0.351351351351351	0.333333333333333
PGA_scaffold2__36_contigs__length_69596280	13714506	13714553	7	EPI-104,EPI-120,EPI-119		NA	0.212765957446809	0	0	0.2	0.111111111111111	0.0327868852459016	0	0	0	0.0285714285714286	NA
PGA_scaffold2__36_contigs__length_69596280	15513415	15513423	3	EPI-127,EPI-128	EPI-113	0.8125	0.972222222222222	0.894736842105263	0.736842105263158	0.870967741935484	0.888888888888889	0.978723404255319	0.777777777777778	1	0.984848484848485	0.8125	0.804878048780488
PGA_scaffold2__36_contigs__length_69596280	36294481	36294501	3	EPI-119,EPI-136		0.0689655172413793	0.0161290322580645	0	0.0263157894736842	0.125	0.05	0.0555555555555556	0.157894736842105	0	0.0178571428571429	0	0.0512820512820513
PGA_scaffold2__36_contigs__length_69596280	50799040	50799085	6	EPI-135,EPI-136	EPI-145,EPI-127	0.733333333333333	0.583333333333333	0.516129032258065	0.7	0.808823529411765	0.555555555555556	0.978260869565217	0.948717948717949	0.584415584415584	0.783783783783784	0.636363636363636	0.423076923076923
PGA_scaffold2__36_contigs__length_69596280	51343903	51343983	7	EPI-128,EPI-104	EPI-113,EPI-111	0.8125	0.9375	0.746987951807229	0.678571428571429	NA	1	0.943820224719101	0.894736842105263	NA	1	1	0.944444444444444
