chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.175	methylation_level_EPI.176	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185	methylation_level_EPI.187	methylation_level_EPI.188	methylation_level_EPI.193	methylation_level_EPI.194	methylation_level_EPI.199	methylation_level_EPI.200	methylation_level_EPI.205	methylation_level_EPI.206	methylation_level_EPI.208	methylation_level_EPI.209	methylation_level_EPI.214	methylation_level_EPI.215	methylation_level_EPI.220	methylation_level_EPI.221	methylation_level_EPI.226	methylation_level_EPI.227	methylation_level_EPI.229	methylation_level_EPI.230
PGA_scaffold10__49_contigs__length_53961475	18561472	18561475	4	EPI-182,EPI-184	EPI-188,EPI-208,EPI-230	0.888888888888889	0.849056603773585	0.736842105263158	0.893333333333333	0.941176470588235	0.916666666666667	0.905660377358491	0.685185185185185	0.80188679245283	0.9	0.775510204081633	0.82	0.707317073170732	0.891304347826087	0.645569620253165	0.716049382716049	0.76	0.844827586206897	0.863636363636364	0.844444444444444	0.833333333333333	0.884615384615385	0.8125	0.699029126213592
PGA_scaffold10__49_contigs__length_53961475	46292616	46292620	4	EPI-208,EPI-209,EPI-220,EPI-205	EPI-181	0.72	0.621301775147929	0.589403973509934	0.658415841584158	0.657407407407407	0.886363636363636	0.719178082191781	0.606837606837607	0.62043795620438	0.65359477124183	0.631578947368421	0.605504587155963	0.804878048780488	0.763440860215054	0.798780487804878	0.774390243902439	0.724137931034483	0.617647058823529	0.826086956521739	0.710144927536232	0.702702702702703	0.739130434782609	0.740740740740741	0.648854961832061
PGA_scaffold10__49_contigs__length_53961475	48053570	48053589	4	EPI-206,EPI-193,EPI-205	EPI-209,EPI-215,EPI-185,EPI-199	NA	0.96969696969697	0.869565217391304	0.947368421052632	0.8	0.25	0.866666666666667	0.945945945945946	0.963636363636364	0.961538461538462	0.588235294117647	1	0.96969696969697	1	0.941176470588235	0.394736842105263	1	0.44	NA	0.8	0.909090909090909	1	0.909090909090909	0.966666666666667
PGA_scaffold11__79_contigs__length_51449921	27940196	27940203	3	EPI-176,EPI-184,EPI-200,EPI-206,EPI-214,EPI-227	EPI-230	0	0.0485436893203883	0	0	0.0810810810810811	0.015625	0.00909090909090909	0	0.0072992700729927	0	0.0151515151515152	0.0518518518518519	0.01	0.0514705882352941	0.0154639175257732	0.0204081632653061	0.0526315789473684	0	0.0340909090909091	0.0111111111111111	0.0425531914893617	0.0694444444444444	0	0
PGA_scaffold12__71_contigs__length_50438331	23168536	23168543	3	EPI-176,EPI-181,EPI-182,EPI-193,EPI-205	EPI-200,EPI-214	0.0256410256410256	0.391304347826087	0.259259259259259	0.244444444444444	0.0526315789473684	NA	0.148148148148148	0.0357142857142857	0.2	0.06	NA	0	0.4	0.1	0.1	0.127659574468085	0	0.185185185185185	0.111111111111111	0	0	0	0	0
PGA_scaffold14__91_contigs__length_45393038	15779253	15779497	3	EPI-187,EPI-200	EPI-175,EPI-194,EPI-221,EPI-229,EPI-181,EPI-206	0.877697841726619	0.952153110047847	0.943089430894309	0.959731543624161	0.867647058823529	0.966666666666667	0.977900552486188	0.966666666666667	0.93	0.923611111111111	0.967741935483871	0.924528301886792	0.924528301886792	0.96	0.990825688073395	0.943298969072165	0.950980392156863	0.953271028037383	0.8	0.938775510204082	1	0.956521739130435	0.894230769230769	0.993006993006993
PGA_scaffold14__91_contigs__length_45393038	19163917	19163921	3	EPI-194,EPI-209,EPI-214,EPI-230		0.363636363636364	0.357142857142857	0.390243902439024	0.448979591836735	0.392857142857143	0.238095238095238	0.346938775510204	0.285714285714286	0.28125	0.717391304347826	0.35	0.346938775510204	0.5	0.484848484848485	0.317073170731707	0.58	0.636363636363636	0.390243902439024	0.5	0.423076923076923	0.25	0.305555555555556	0.384615384615385	0.676470588235294
PGA_scaffold14__91_contigs__length_45393038	32731548	32731564	3	EPI-205,EPI-220,EPI-227,EPI-230	EPI-175,EPI-181	0	0	0	0	0	NA	0	0	0.142857142857143	0.2	NA	0.238095238095238	0.4375	0.206896551724138	0	0.107142857142857	0.142857142857143	0.111111111111111	0.428571428571429	0	NA	0.529411764705882	0	0.470588235294118
PGA_scaffold15__101_contigs__length_47938513	15010651	15010661	4	EPI-193,EPI-199,EPI-209,EPI-230	EPI-185,EPI-214,EPI-226,EPI-227	0.586206896551724	0.810344827586207	0.647058823529412	0.678571428571429	0.702127659574468	0.481481481481481	0.666666666666667	0.833333333333333	1	0.786666666666667	0.930232558139535	0.746478873239437	0.68	0.666666666666667	0.75	0.87719298245614	0.5	0.9	0.846153846153846	0.727272727272727	0.4	0.526315789473684	0.611111111111111	0.9
PGA_scaffold17__51_contigs__length_34923512	10226502	10226563	3	EPI-176,EPI-194,EPI-187	EPI-181,EPI-184,EPI-209,EPI-205,EPI-215	0.406015037593985	0.456692913385827	0.202247191011236	0.349593495934959	0.267441860465116	0.153846153846154	0.403508771929825	0.416666666666667	0.347826086956522	0.445652173913043	0.306122448979592	0.263157894736842	0.36	0.366336633663366	0.367088607594937	0.3125	0.408	0.211267605633803	0.384615384615385	0.37037037037037	0.181818181818182	0.385964912280702	0.319148936170213	0.358208955223881
PGA_scaffold18__69_contigs__length_27737463	11409465	11409519	6	EPI-181,EPI-229,EPI-230,EPI-194,EPI-221		0	0.0454545454545455	0.0606060606060606	0	0.037037037037037	0	0	0	0.0185185185185185	0.0980392156862745	0	0	0	0	0	0	0.028169014084507	0	0	0.0769230769230769	0	0	0.101449275362319	0.174603174603175
PGA_scaffold18__69_contigs__length_27737463	13605770	13605820	7	EPI-199,EPI-230,EPI-187,EPI-209	EPI-176	0.0337078651685393	0.0153846153846154	0	0	0	0	0.14	0	0.0490196078431373	0.00826446280991736	0.244897959183673	0.0131578947368421	0.0666666666666667	0.0561797752808989	0.038961038961039	0.121495327102804	0.0232558139534884	0.0493827160493827	0	0.0166666666666667	0	0.0357142857142857	0	0.241379310344828
PGA_scaffold1__77_contigs__length_89643857	87839908	87839998	4	EPI-181,EPI-182,EPI-215	EPI-175,EPI-188,EPI-208	0.180327868852459	0.457142857142857	0.75	0.649350649350649	0.541666666666667	NA	0.671232876712329	0	0.5	0.457627118644068	0.6	0.521739130434783	0.764705882352941	0.882352941176471	0.359550561797753	0.522727272727273	0.326923076923077	0.615384615384615	0.694444444444444	NA	0.466666666666667	0.6	0.571428571428571	0.675
PGA_scaffold2__36_contigs__length_69596280	3272002	3272346	6	EPI-181,EPI-194,EPI-200,EPI-175	EPI-206,EPI-209,EPI-208,EPI-215,EPI-220,EPI-226	0.963414634146341	0.3	1	0.184210526315789	0.62962962962963	NA	0.351648351648352	0.9	0.48936170212766	0.923076923076923	0.692307692307692	0.859375	0.492307692307692	0.263636363636364	0.326923076923077	0.305555555555556	0.527472527472527	0.361111111111111	0.4	0.5	0.488888888888889	0.263157894736842	0.666666666666667	0.67741935483871
