chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.103	methylation_level_EPI.104	methylation_level_EPI.111	methylation_level_EPI.113	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.127	methylation_level_EPI.128	methylation_level_EPI.143	methylation_level_EPI.145
PGA_scaffold10__49_contigs__length_53961475	21125201	21125260	8	EPI-111,EPI-113	EPI-103,EPI-104,EPI-120	0.797101449275362	0.87037037037037	1	1	0.923076923076923	0.758620689655172	0.96875	0.986111111111111	0.975609756097561	0.955223880597015	0.927710843373494	0.944444444444444
PGA_scaffold11__79_contigs__length_51449921	28525380	28525419	3	EPI-111,EPI-113	EPI-136	0.692307692307692	0.909090909090909	0.916666666666667	1	1	0.785714285714286	0.577777777777778	0.657894736842105	0.8	0.58	NA	0.583333333333333
PGA_scaffold11__79_contigs__length_51449921	48720902	48721040	3	EPI-113,EPI-135,EPI-136	EPI-104,EPI-128	0.285714285714286	0.0555555555555556	0.380952380952381	0.633333333333333	0.130434782608696	0.714285714285714	0.818181818181818	0.78125	0.3125	0.2	0.333333333333333	0.230769230769231
PGA_scaffold12__71_contigs__length_50438331	1231014	1231117	13	EPI-120,EPI-136	EPI-111,EPI-104,EPI-145	0.0810810810810811	0	0.0198675496688742	0	0.0909090909090909	0.19047619047619	0	0.102362204724409	0.0230769230769231	0.0704225352112676	0.03125	0
PGA_scaffold12__71_contigs__length_50438331	1231446	1231599	9	EPI-119,EPI-136	EPI-145	0	0.0384615384615385	0	0	0.0846153846153846	0	0.102040816326531	0.280373831775701	0.0303030303030303	0.0102040816326531	0.04	0.00740740740740741
PGA_scaffold12__71_contigs__length_50438331	16522785	16522872	7	EPI-104,EPI-128,EPI-143,EPI-113	EPI-119,EPI-136,EPI-120	0.648648648648649	0.916666666666667	0.714285714285714	0.85	0.435483870967742	0.333333333333333	0.851851851851852	0.540983606557377	0.694915254237288	0.883333333333333	0.883333333333333	0.786885245901639
PGA_scaffold12__71_contigs__length_50438331	27198335	27198400	6	EPI-104,EPI-111,EPI-113	EPI-119	0.793103448275862	0.972972972972973	1	1	0.4375	0.617021276595745	0.741379310344828	0.633663366336634	0.589285714285714	0.708333333333333	0.742857142857143	NA
PGA_scaffold12__71_contigs__length_50438331	27950246	27950273	4	EPI-145,EPI-111,EPI-127	EPI-136	0.833333333333333	0.6	0.760869565217391	0.5	NA	0.535714285714286	0.482758620689655	0.0882352941176471	0.866666666666667	0.80952380952381	0.9	0.888888888888889
PGA_scaffold12__71_contigs__length_50438331	41217708	41217756	4	EPI-104,EPI-120,EPI-135		0	0.216216216216216	0	0	0	0.277777777777778	0.35	0	0	0	0	0.05
PGA_scaffold12__71_contigs__length_50438331	41264915	41264940	3	EPI-120,EPI-135	EPI-104	0.571428571428571	0.333333333333333	0.4375	0.578947368421053	0.555555555555556	0.923076923076923	0.730769230769231	0.5	0.615384615384615	0.318181818181818	0.285714285714286	0.434782608695652
