ID,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual
Scaffold_01:12197945-12198244,0.0153495667826524,-0.20346164059898,0.106005532114622,0.0701498198667718,0.932758775056471,3,11.6299979939105,-15.259995987821,-13.320369388669,0.101134555550137,9
Scaffold_01:12202914-12202942,0.0681853247199496,-0.164768344100063,0.184849369308566,0.292699080745673,0.753907708232642,3,4.71352571656133,-1.42705143312265,0.164529658070828,0.273354314670197,8
Scaffold_01:12491276-12491299,0.031131755763505,-0.184172298511272,0.117777688092903,0.144594377789904,0.867343738094603,3,10.3663072045092,-12.7326144090184,-10.7929878098664,0.124844254312583,9
Scaffold_01:12821236-12821441,0.153452809641174,-0.0346687882163423,0.115852605498975,0.815710749795988,0.472530969136322,3,10.5640684931707,-13.1281369863414,-11.1885103871894,0.120796435808109,9
Scaffold_01:13139614-13139643,0.45698780995312,0.336318434387147,0.0911046583355997,3.78710677675855,0.0640682860843251,3,13.4477861368225,-18.895572273645,-16.955945674493,0.0747005289340173,9
Scaffold_01:13797596-13797621,0.0820146485399223,-0.121982096228984,0.0540419380508378,0.402039006224492,0.680394634177099,3,19.7147688754738,-31.4295377509475,-29.4899111517955,0.0262847796146153,9
Scaffold_01:13899227-13899334,0.0244976109843288,-0.219377986269589,0.176927084345295,0.100451259823354,0.905551906592274,3,5.1953650813925,-2.390730162785,-0.799149071591515,0.250425545399418,8
Scaffold_01:15629762-15629829,0.0226909836443415,-0.194488797768027,0.0853888101622139,0.104480184558512,0.901869239660171,3,14.2253126200719,-20.4506252401438,-18.5109986409918,0.0656212401082675,9
Scaffold_01:17067812-17068235,0.0507818511908308,-0.160155515211207,0.13181312595833,0.240743743306451,0.790946574498845,3,9.01527089905853,-10.0305417981171,-8.09091519896507,0.156372301574159,9
Scaffold_01:191248-191299,0.149296910157072,-0.0397482209191349,0.140040293751845,0.789742160018331,0.483059965433647,3,8.28873105949138,-8.57746211898275,-6.63783551983075,0.176501554866927,9
Scaffold_01:20363205-20363237,0.115602023726366,-0.0809308598899967,0.109404628191598,0.588207029781461,0.57532709898902,3,11.2512550522257,-14.5025101044513,-12.5628835052993,0.107724354027676,9
Scaffold_01:216134-216175,0.0787499130084487,-0.151562608739439,0.137549237324249,0.341926319988162,0.720294614253034,3,7.96467835567792,-7.92935671135583,-6.33777562016235,0.151358341507861,8
Scaffold_01:23872541-23872594,0.337033677964439,0.189707828623204,0.103924731709334,2.28767510570262,0.157293799365626,3,11.8678905413717,-15.7357810827434,-13.7961544835914,0.0972031487477137,9
Scaffold_01:24228598-24228631,0.148419069603695,-0.0644761629953816,0.200929957541562,0.697146045929536,0.525900653602016,3,3.7959595734488,0.408080853102394,1.99966194429588,0.322982782701232,8
Scaffold_01:2638531-2638602,0.202497252431522,0.0252744196385273,0.0938435524120907,1.14261378875514,0.361239178411094,3,13.09234466785,-18.1846893357,-16.245062736548,0.0792595109638873,9
Scaffold_01:27537573-27537816,0.270617550820494,0.0882719385256178,0.171260188478241,1.48409137688968,0.283022677631589,3,5.55345605320758,-3.10691210641515,-1.51533101522167,0.234640417260821,8
Scaffold_01:27894995-27895037,0.257150755362341,0.0920731454428614,0.138328536652761,1.55775671508554,0.262453934270564,3,8.43631471009522,-8.87262942019045,-6.93300282103844,0.172213056472448,9
Scaffold_01:28519491-28519533,0.602979335780129,0.503724169725161,0.0757989502679072,6.0750423352896,0.0248457691896609,3,14.5195508424191,-21.0391016848383,-19.4475205936448,0.0459638468937334,8
Scaffold_01:28732311-28732354,0.675080040140927,0.602875604616688,0.0431455141161352,9.34956468033473,0.00635321802069769,3,22.4169519612813,-36.8339039225625,-34.8942773234105,0.0167538184951106,9
Scaffold_01:29573847-29574070,0.665220174521552,0.590824657748563,0.0745229714795026,8.94167018896332,0.00726803071247575,3,15.8586043456647,-23.7172086913293,-21.7775820921773,0.0499830595032128,9
Scaffold_01:29575294-29575304,0.306439842256094,0.133049802820118,0.153969792199752,1.76734397923271,0.231385716758281,3,6.72415900982083,-5.44831801964165,-3.85673692844817,0.18965357528028,8
Scaffold_01:29575843-29575853,0.121659524987477,-0.129294896444672,0.160845994347998,0.48478733426249,0.635067862847786,3,5.86706867399556,-3.73413734799113,-2.52379697601494,0.181100037284574,7
Scaffold_01:29577189-29577199,0.113502073640451,-0.0834974655505605,0.209594142955593,0.576154005773582,0.581500052516439,3,3.44981728633273,1.10036542733454,3.03999202648654,0.395367342851607,9
Scaffold_01:32320503-32320534,0.121754732041775,-0.0734108830600535,0.110784459190177,0.623853397424792,0.557533776693447,3,11.1008553305278,-14.2017106610556,-12.2620840619036,0.110458767582539,9
Scaffold_01:32320578-32320588,0.109664981700853,-0.112918772873934,0.164372660717441,0.492690861066442,0.628367653614005,3,6.0049818387103,-4.00996367742061,-2.41838258622712,0.216146972730648,8
Scaffold_01:3273150-3273193,0.0136041130391551,-0.205594972952144,0.279621301515202,0.0620628182714921,0.940222493984519,3,-0.00934093357208521,8.01868186714417,9.95830846629617,0.703692650349499,9
Scaffold_01:3726041-3726149,0.0434536248600806,-0.169112236282124,0.103130705045944,0.20442428820219,0.818798684484347,3,11.9599274066527,-15.9198548133054,-13.9802282141534,0.0957234809094616,9
Scaffold_01:38606270-38606328,0.0409230939533293,-0.233098879202863,0.186313178421157,0.149342381130886,0.863946834170076,3,4.39725205007382,-0.794504100147638,0.415836271828546,0.242988203173758,7
Scaffold_01:39734525-39734547,0.219057208434334,0.0455143658641854,0.241198151442391,1.26226587734834,0.328690000781112,3,1.76446777419659,4.47106445160682,6.41069105075882,0.523588934333037,9
Scaffold_01:40342450-40342515,0.0405849111793414,-0.199268861025823,0.25134203647113,0.169206891374742,0.847278483115796,3,1.33351795199918,5.33296409600165,6.92454518719513,0.50538255437964,8
Scaffold_01:41163989-41164222,0.0335677900300985,-0.181194923296546,0.351051293897221,0.156301759789388,0.857573361125716,3,-2.73929480693924,13.4785896138785,15.4182162130305,1.10913309852221,9
Scaffold_01:42230463-42230522,0.108029588947286,-0.0901860579533178,0.19431323876457,0.545010399716113,0.597829051545243,3,4.3582355070129,-0.716471014025808,1.22315558512619,0.339818712832591,9
Scaffold_01:42796927-42796976,0.131047747464398,-0.0861903156695021,0.151016452993321,0.603244871427636,0.570142812038592,3,6.93720302260557,-5.87440604521115,-4.28282495401766,0.182447752597472,8
Scaffold_01:43230016-43230215,0.0394473027408576,-0.174008852205618,0.12234827527474,0.184802835742773,0.83434444988026,3,9.90943306638142,-11.8188661327628,-9.87923953361083,0.134721904164331,9
Scaffold_01:44577206-44577255,0.329695888056728,0.180739418736001,0.0573795027691336,2.21337072206539,0.165281207112515,3,18.9956476447883,-29.9912952895767,-28.0516686904247,0.0296316660422971,9
Scaffold_01:46694981-46695005,0.361751781278281,0.219918843784565,0.0720385441067545,2.55054846688421,0.132572440547025,3,16.2654776569419,-24.5309553138839,-22.5913287147319,0.0467059665331874,9
Scaffold_01:46750955-46751151,0.195110142503103,0.0162457297260141,0.0587774487258431,1.09082706545019,0.376542539052032,3,18.7067943088082,-29.4135886176164,-27.4739620184644,0.0310930963084721,9
Scaffold_01:4781005-4781034,0.274695711825196,0.113516981119684,0.120085988620878,1.70429256157309,0.235689971049271,3,10.1333966879482,-12.2667933758963,-10.3271667767443,0.129785801967483,9
Scaffold_01:48914594-48914684,0.261476789692816,0.097360520735664,0.0930776555684664,1.59324112931841,0.255645804595188,3,13.1906835739346,-18.3813671478692,-16.4417405487172,0.0779710496950985,9
Scaffold_01:51490246-51490279,0.380077895607381,0.242317427964577,0.162942664723479,2.75897651997579,0.116283220091858,3,6.47111271885474,-4.94222543770948,-3.00259883855747,0.238952807884694,9
Scaffold_01:51937085-51937135,0.10128035654413,-0.123399554319837,0.177684621825294,0.450776200483053,0.652374439824543,3,5.14836762016442,-2.29673524032885,-0.705154149135366,0.252574598665582,8
Scaffold_01:54703327-54703448,0.321026494901218,0.170143493768155,0.143990073743417,2.12765183944152,0.175120796588942,3,7.95496100568818,-7.90992201137636,-5.97029541222435,0.186598272029711,9
Scaffold_01:57368239-57368266,0.450986658720294,0.328983693991471,0.130567875274808,3.69652212733276,0.0673167346859576,3,9.12917488087508,-10.2583497617502,-8.31872316259816,0.153431730484001,9
Scaffold_01:59186898-59186958,0.136312553955939,-0.0796093075550763,0.21822199647347,0.631305014703131,0.556450360581145,3,2.88783807674211,2.22432384651577,3.81590493770926,0.380966717958938,8
Scaffold_01:59959524-59959539,0.21365698913147,0.0389140978273526,0.100789722604252,1.22269345286057,0.339042498489449,3,12.2354566782641,-16.4709133565282,-14.5312867573762,0.091427113643778,9
Scaffold_01:60155305-60155317,0.146763999405951,-0.0428440007260593,0.183805559732358,0.774039066409487,0.489566025189496,3,5.02535188468052,-2.05070376936104,-0.111077170209036,0.30406035409673,9
