chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.175	methylation_level_EPI.176	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185	methylation_level_EPI.187	methylation_level_EPI.188	methylation_level_EPI.193	methylation_level_EPI.194	methylation_level_EPI.199	methylation_level_EPI.200	methylation_level_EPI.205	methylation_level_EPI.206	methylation_level_EPI.208	methylation_level_EPI.209	methylation_level_EPI.214	methylation_level_EPI.215	methylation_level_EPI.220	methylation_level_EPI.221	methylation_level_EPI.226	methylation_level_EPI.227	methylation_level_EPI.229	methylation_level_EPI.230
Scaffold_01	5894957	5894990	5	EPI-187,EPI-188	EPI-193,EPI-214	0.557692307692308	0.657894736842105	0.490196078431373	0.674698795180723	0.8	0.4	0.781818181818182	0.828571428571429	0.128205128205128	0.578947368421053	0.564102564102564	0.511627906976744	0.741935483870968	0.645161290322581	0.62	0.557377049180328	0.365079365079365	0.6	0.541666666666667	0.743589743589744	0.4	0.731707317073171	0.46875	0.627450980392157
Scaffold_01	8454691	8454722	5	EPI-185,EPI-229,EPI-193,EPI-209		0.0133333333333333	0.0111731843575419	0	0.0227272727272727	0	0.171875	0	0.0147058823529412	0.048951048951049	0.0252100840336134	0	0	0	0	0	0.0490196078431373	0	0.0125	0.025	0.0212765957446809	NA	0	0.0769230769230769	0
Scaffold_01	8853820	8854263	18	EPI-181,EPI-199,EPI-209,EPI-229,EPI-206,EPI-214		0.0306122448979592	0.0206896551724138	0.280701754385965	0.0231884057971014	0.0163934426229508	0.0285714285714286	0.0149253731343284	0.0265486725663717	0.00970873786407767	0.00743494423791822	0.264957264957265	0.0304568527918782	0.0171428571428571	0.0652173913043478	0.00806451612903226	0.213235294117647	0.0437956204379562	0	0	0.00813008130081301	0.0487804878048781	0	0.0570175438596491	0.0257510729613734
Scaffold_01	9830699	9830723	3	EPI-200,EPI-209,EPI-229,EPI-187	EPI-194,EPI-214	0.125	0.0697674418604651	0.107142857142857	0.0526315789473684	0	NA	0.166666666666667	0.0967741935483871	0	0	0	0.181818181818182	0.107142857142857	0.0789473684210526	0.0238095238095238	0.209302325581395	0	0.0476190476190476	0	0	NA	0	0.206896551724138	0
Scaffold_01	9923760	9923783	4	EPI-187,EPI-199,EPI-206		0	0	0.027027027027027	0.0212765957446809	0	0	0.184210526315789	0	0	0	0.2	0	0	0.25	0	0	0	0	0	NA	0	NA	0	0
Scaffold_01	9985408	9985443	4	EPI-184,EPI-206,EPI-181	EPI-176,EPI-187,EPI-175,EPI-200	0.707317073170732	0.685185185185185	0.959183673469388	0.888888888888889	0.978723404255319	NA	0.657142857142857	0.708333333333333	0.836363636363636	0.875	0.866666666666667	0.731707317073171	1	0.981481481481482	0.743589743589744	0.891891891891892	0.931034482758621	0.909090909090909	0.758620689655172	NA	NA	0.785714285714286	0.705882352941177	0.95
Scaffold_01	10022977	10022998	3	EPI-182,EPI-215,EPI-221	EPI-193	0.2	0.0555555555555556	0.0294117647058824	0.25	0.166666666666667	NA	0.0769230769230769	0	0	0.121212121212121	0.03125	0.125	NA	0	0.12	0.0416666666666667	0.0769230769230769	0.341463414634146	0.0833333333333333	0.210526315789474	0	0.111111111111111	NA	0.0740740740740741
Scaffold_01	12227287	12227320	5	EPI-208,EPI-209,EPI-220,EPI-184	EPI-175	0.027027027027027	0.158878504672897	0.161290322580645	0.208791208791209	0.276595744680851	0.147058823529412	0.285714285714286	0.0769230769230769	0.133333333333333	0.117647058823529	0.153846153846154	0.133333333333333	0.115384615384615	0.241379310344828	0.367816091954023	0.329411764705882	0.176470588235294	0.115384615384615	0.540540540540541	0.158730158730159	0.105263157894737	0.195121951219512	0.12280701754386	0.234042553191489
Scaffold_01	12483584	12483605	4	EPI-226,EPI-227	EPI-176,EPI-182,EPI-185	0.9	0.675	0.954545454545455	0.611111111111111	0.642857142857143	0.6	0.82051282051282	1	0.777777777777778	0.833333333333333	0.846153846153846	0.742857142857143	NA	0.775	NA	0.888888888888889	0.818181818181818	0.777777777777778	0.9375	0.928571428571429	1	1	0.871794871794872	0.909090909090909
Scaffold_01	13797596	13797619	4	EPI-208,EPI-230,EPI-175	EPI-214,EPI-220,EPI-227	0.895652173913044	0.807407407407407	0.840277777777778	0.864864864864865	0.814814814814815	0.76	0.759259259259259	0.807692307692308	0.891304347826087	0.881720430107527	0.82258064516129	0.844155844155844	0.791666666666667	0.873563218390805	0.929824561403509	0.849206349206349	0.756302521008403	0.880952380952381	0.722222222222222	0.791666666666667	0.807692307692308	0.708333333333333	0.80952380952381	0.91869918699187
Scaffold_01	15629762	15629841	7	EPI-182,EPI-188,EPI-226,EPI-206		0.00505050505050505	0.0072992700729927	0.00552486187845304	0.0890688259109312	0.0276243093922652	0	0.00793650793650794	0.0859375	0.00763358778625954	0.0460829493087558	0	0	0	0.073394495412844	0.0146198830409357	0	0.0045662100456621	0	0.0642857142857143	0.0326086956521739	0.343283582089552	0	0.0198019801980198	0.00840336134453781
Scaffold_01	21976079	21976088	3	EPI-181,EPI-182	EPI-175,EPI-176	0.184210526315789	0.170731707317073	0.638888888888889	0.613636363636364	0.341463414634146	0.5	0.36	0.393939393939394	0.405405405405405	0.225806451612903	0.27027027027027	0.405405405405405	0.2	0.230769230769231	0.428571428571429	0.368421052631579	0.428571428571429	0.3	0.227272727272727	0.541666666666667	0.5	0.392857142857143	0.21875	0.375
Scaffold_01	22425927	22426021	4	EPI-181,EPI-187,EPI-206,EPI-182,EPI-184,EPI-185	EPI-175,EPI-208,EPI-214,EPI-215	0.173410404624277	0.245161290322581	0.361290322580645	0.367567567567568	0.375	0.469879518072289	0.36046511627907	0.282352941176471	0.216494845360825	0.296511627906977	0.192982456140351	0.274809160305344	0.395061728395062	0.43	0.0985915492957746	0.215686274509804	0.106382978723404	0.178082191780822	0.242105263157895	0.163934426229508	0.336842105263158	0.240963855421687	0.330827067669173	0.255639097744361
Scaffold_01	24986059	24986067	3	EPI-209,EPI-229	EPI-176	0.492063492063492	0.247058823529412	0.313432835820896	0.353846153846154	0.465753424657534	0.333333333333333	0.523076923076923	0.39622641509434	0.535714285714286	0.483870967741935	0.28	0.426229508196721	0.481481481481481	0.486842105263158	0.356164383561644	0.597014925373134	0.356435643564356	0.586206896551724	0.309090909090909	0.3125	0.481481481481481	0.326530612244898	0.612903225806452	0.315789473684211
Scaffold_01	27613832	27613859	3	EPI-209,EPI-215,EPI-229	EPI-200,EPI-182,EPI-184,EPI-205	0.352941176470588	0.470588235294118	0.423728813559322	0.266666666666667	0.181818181818182	0.434782608695652	0.530612244897959	0	0.386363636363636	0.351351351351351	0.272727272727273	0.0740740740740741	0.125	0.25	0.325581395348837	0.777777777777778	0.428571428571429	0.888888888888889	0.590909090909091	0.375	NA	0.666666666666667	0.709677419354839	0.411764705882353
Scaffold_01	28277075	28277093	4	EPI-194,EPI-226,EPI-229,EPI-187,EPI-230		0	0	0.0153846153846154	0	0.0238095238095238	NA	0.148148148148148	0.0714285714285714	0	0.16	0.142857142857143	0	0	0.166666666666667	0	0	0	0.1	0	0.0344827586206897	0.0952380952380952	0	0.296296296296296	0.166666666666667
Scaffold_01	28732193	28732354	5	EPI-187,EPI-200,EPI-181,EPI-209		0.00845665961945032	0.00558659217877095	0.0357142857142857	0.0109289617486339	0.0103896103896104	0.0112359550561798	0.0208333333333333	0.0193236714975845	0.00552486187845304	0	0.0108695652173913	0.102439024390244	0.00714285714285714	0.010498687664042	0	0.027972027972028	0.004	0.0422535211267606	0.0029585798816568	0	0	0.00628930817610063	0.00645161290322581	0.00537634408602151
Scaffold_01	29575294	29575501	11	EPI-188,EPI-199,EPI-206,EPI-209,EPI-220,EPI-221	EPI-176,EPI-182	0.0383275261324042	0.00305343511450382	0.0302114803625378	0.0360824742268041	0.0246478873239437	0.00961538461538462	0.0203389830508475	0.117073170731707	0.00904977375565611	0.0272536687631027	0.244897959183673	0.046875	0.08	0.101449275362319	0.0278637770897833	0.127272727272727	0.0400943396226415	0.0326530612244898	0.0952380952380952	0.220588235294118	0.00671140939597315	0.0537634408602151	0.029045643153527	0.0189873417721519
Scaffold_01	31123478	31123583	3	EPI-187,EPI-200	EPI-184	0.829268292682927	0.822222222222222	0.695652173913043	0.764705882352941	0.666666666666667	NA	0.95	1	1	0.736842105263158	0.6	0.944444444444444	1	0.741935483870968	0.941176470588235	0.727272727272727	1	0.75	NA	1	1	1	0.78125	1
Scaffold_01	38606278	38606305	3	EPI-206,EPI-215,EPI-220		0	0.103448275862069	0	0	0.037037037037037	NA	0.0714285714285714	0	0	0.0434782608695652	0	0.129032258064516	0.0454545454545455	0.171428571428571	0.0434782608695652	0.0212765957446809	0.03125	0.136363636363636	0.304347826086957	0.125	0	0	0	0.0769230769230769
Scaffold_01	39621356	39621472	7	EPI-193,EPI-230,EPI-176,EPI-220	EPI-182,EPI-184,EPI-199	0.133858267716535	0.209302325581395	0.11304347826087	0.0306122448979592	0	0.0731707317073171	0.146853146853147	0.202127659574468	0.376237623762376	0.165829145728643	0.012987012987013	0.0365853658536585	0	0.0661157024793388	0.15	0.0857142857142857	0.113989637305699	0.197916666666667	0.239130434782609	0.138461538461538	0.0806451612903226	0.19047619047619	0.0543478260869565	0.298076923076923
Scaffold_01	42796946	42796976	3	EPI-200,EPI-227,EPI-188,EPI-230	EPI-176	0.025	0	0	0.0465116279069767	0.0615384615384615	NA	0	0.121212121212121	0.0232558139534884	0	0	0.2	0.0666666666666667	0	0.0140845070422535	0	0.0786516853932584	0.111111111111111	NA	0	NA	0.19047619047619	0.0571428571428571	0.128205128205128
Scaffold_01	46694591	46694613	4	EPI-188,EPI-200	EPI-175,EPI-184,EPI-227,EPI-229	0.730769230769231	0.976190476190476	0.953846153846154	0.976470588235294	0.719298245614035	0.823529411764706	0.903614457831325	0.989010989010989	0.934782608695652	0.948717948717949	0.894736842105263	0.987654320987654	0.935483870967742	0.927536231884058	0.911764705882353	0.947368421052632	0.921875	0.978021978021978	0.958333333333333	0.941176470588235	0.96	0.78	0.8	0.921052631578947
Scaffold_01	46767001	46767178	6	EPI-205,EPI-214,EPI-206	EPI-182,EPI-185,EPI-176	0.303370786516854	0.253731343283582	0.185714285714286	0.142857142857143	0.166666666666667	0	0.378048780487805	0.133333333333333	0.173076923076923	0.328947368421053	0	0.0727272727272727	0.53125	0.575	0.214285714285714	0.282051282051282	0.4296875	0.306818181818182	NA	0.13953488372093	0.2	0.391304347826087	0.245901639344262	0.263157894736842
Scaffold_01	52244956	52245050	4	EPI-182,EPI-206,EPI-227	EPI-230,EPI-187,EPI-193	0.491228070175439	0.471428571428571	0.655737704918033	0.572916666666667	0.628205128205128	0.8	0.395348837209302	0.618181818181818	0.423076923076923	0.579831932773109	0.384615384615385	0.545454545454545	0.653846153846154	0.7	0.723404255319149	0.581196581196581	0.62	0.621621621621622	0.464285714285714	0.425531914893617	0.594594594594595	0.775862068965517	0.660714285714286	0.347368421052632
Scaffold_01	67013041	67013231	13	EPI-215,EPI-187,EPI-188,EPI-199,EPI-214	EPI-176,EPI-182	0.0318725099601594	0	0.0245098039215686	0.01171875	0.00609756097560976	0	0.146153846153846	0.105769230769231	0.0535714285714286	0.00854700854700855	0.133333333333333	0.0718562874251497	0.0206185567010309	0.0694444444444444	0.0255102040816327	0.0637254901960784	0.0847457627118644	0.0962962962962963	0	0	0.101123595505618	0.0769230769230769	0	0.0572916666666667
Scaffold_01	74485444	74485513	3	EPI-199,EPI-214,EPI-215,EPI-181,EPI-230	EPI-175,EPI-194,EPI-206	0.179487179487179	0.392857142857143	0.785714285714286	0.645161290322581	0.777777777777778	NA	0.575	0.407407407407407	0.620689655172414	0.0384615384615385	0.928571428571429	0.806451612903226	1	0.111111111111111	0.633333333333333	0.760869565217391	0.6875	0.823529411764706	1	0.476190476190476	0.458333333333333	0.583333333333333	0.666666666666667	0.851851851851852
Scaffold_01	74887076	74887096	3	EPI-176,EPI-193,EPI-209,EPI-181	EPI-205,EPI-214,EPI-215,EPI-188	0.75609756097561	0.866666666666667	0.861111111111111	0.551724137931034	0.523809523809524	NA	0.636363636363636	0.2	0.925	0.642857142857143	0.869565217391304	0.6	0.428571428571429	0.75	0.702702702702703	0.956521739130435	0.405405405405405	0.5	0.363636363636364	0.470588235294118	NA	0.666666666666667	NA	0.681818181818182
Scaffold_01	76373504	76373644	11	EPI-193,EPI-215,EPI-181,EPI-182		0	0	0.147727272727273	0.172727272727273	0.05	0.1	0	0.0181818181818182	0.207692307692308	0.0108695652173913	0.142857142857143	0	0	0.0136986301369863	0	0.161290322580645	0	0.395061728395062	0.0196078431372549	0.09375	0.0526315789473684	NA	0	0.0117647058823529
Scaffold_01	79037441	79037474	5	EPI-209,EPI-230,EPI-220,EPI-229		0.0127388535031847	0.00714285714285714	0.021505376344086	0.00961538461538462	0	0	0.00684931506849315	0.0078740157480315	0.0104166666666667	0	0.0105263157894737	0.0241935483870968	0.0253164556962025	0.0104166666666667	0	0.0833333333333333	0.0104166666666667	0.0307692307692308	0.0597014925373134	0.0142857142857143	0	0	0.0537634408602151	0.0625
