chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.41	methylation_level_EPI.42	methylation_level_EPI.43	methylation_level_EPI.44	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.151	methylation_level_EPI.152	methylation_level_EPI.153	methylation_level_EPI.154	methylation_level_EPI.181	methylation_level_EPI.182	methylation_level_EPI.184	methylation_level_EPI.185
Scaffold_01	191266	191290	3	EPI-42,EPI-44,EPI-152	EPI-120	NA	0.285714285714286	0.0232558139534884	0	0.0377358490566038	0	0	0.05	0.148148148148148	0.25	0	0.0769230769230769	0.0238095238095238	0	0.142857142857143	0
Scaffold_01	420239	420252	3	EPI-42,EPI-43,EPI-154	EPI-119,EPI-120,EPI-136,EPI-182	0.916666666666667	0.92156862745098	0.956521739130435	0.836734693877551	0.659574468085106	0.663157894736842	0.857142857142857	0.675925925925926	0.8625	0.831858407079646	0.792207792207792	0.916666666666667	0.804123711340206	0.721311475409836	0.706896551724138	0.8125
Scaffold_01	660958	660981	4	EPI-42,EPI-184,EPI-43		0.533333333333333	0.771929824561403	0.782608695652174	0.384615384615385	0.520833333333333	0.390243902439024	0.430769230769231	0.380434782608696	0.611111111111111	0.5125	0.6	0.317073170731707	0.415094339622642	0.422680412371134	0.735294117647059	0.333333333333333
Scaffold_01	5569671	5569896	11	EPI-182,EPI-181,EPI-42	EPI-136,EPI-152	0.0357142857142857	0.123456790123457	0.00719424460431655	0.152542372881356	0.0518518518518519	0.0188679245283019	0.116883116883117	0.036231884057971	0.055045871559633	0	0.1375	0	0.139344262295082	0.183823529411765	0.2	NA
Scaffold_01	7779604	7779637	4	EPI-154,EPI-153	EPI-120,EPI-136	0.8125	0.757575757575758	NA	0.6	0.678571428571429	0.0833333333333333	0.428571428571429	0.137931034482759	0.866666666666667	0.607142857142857	0.84375	0.916666666666667	0.714285714285714	0.476190476190476	0.541666666666667	NA
Scaffold_01	8310646	8310721	3	EPI-136,EPI-120	EPI-182,EPI-181	0	NA	0	0	0.36734693877551	0.648648648648649	0.545454545454545	0.666666666666667	0.166666666666667	0.571428571428571	0.571428571428571	0	0.0909090909090909	0.268292682926829	0	NA
Scaffold_01	8516632	8516652	6	EPI-151,EPI-152,EPI-153,EPI-181,EPI-154	EPI-119,EPI-120	0.298507462686567	0.317073170731707	0.428571428571429	NA	0.134920634920635	0.0941176470588235	0.283333333333333	0.4	0.655172413793103	0.692307692307692	0.525	0.833333333333333	0.444444444444444	0.173913043478261	0.333333333333333	NA
Scaffold_01	9786513	9786613	5	EPI-42,EPI-43,EPI-181,EPI-41,EPI-151,EPI-185	EPI-135,EPI-136,EPI-120	0.355191256830601	0.36	0.330708661417323	0.289473684210526	0.32	0.165289256198347	0.113553113553114	0.164750957854406	0.386206896551724	0.208695652173913	0.266666666666667	0.261904761904762	0.347107438016529	0.307086614173228	0.340136054421769	0.46969696969697
Scaffold_01	10580353	10580372	3	EPI-181,EPI-185		0	0.2	0	0	0.0930232558139535	0	0	0	0.0789473684210526	0.0344827586206897	0	0	0.464285714285714	0.125	0	0.166666666666667
Scaffold_01	11431101	11431154	5	EPI-41,EPI-42	EPI-120,EPI-182	0.576923076923077	0.389830508474576	0.316176470588235	0.289473684210526	0.291411042944785	0.162698412698413	0.29746835443038	0.28735632183908	0.330097087378641	0.329608938547486	0.367088607594937	0.376623376623377	0.242236024844721	0.211678832116788	0.378378378378378	0.404761904761905
Scaffold_01	12080514	12080539	3	EPI-44,EPI-154,EPI-181,EPI-42	EPI-119,EPI-120	0.321428571428571	0.542857142857143	0.451612903225806	0.933333333333333	0.111111111111111	0.235294117647059	0.375	0.406779661016949	0.416666666666667	0.6	0.363636363636364	0.666666666666667	0.642857142857143	0.351351351351351	0.5	NA
Scaffold_01	12227303	12227369	6	EPI-42,EPI-44	EPI-119	0.2	0.518987341772152	0.242990654205607	0.261538461538462	0.0896551724137931	0.139344262295082	0.147368421052632	0.141732283464567	0.17741935483871	0.135922330097087	0.297872340425532	0.338983050847458	0.172839506172839	0.183206106870229	0.293103448275862	0.121951219512195
