chr	start	end	number_of_dms	hypermethylated_samples	hypomethylated_samples	methylation_level_EPI.103	methylation_level_EPI.104	methylation_level_EPI.111	methylation_level_EPI.113	methylation_level_EPI.119	methylation_level_EPI.120	methylation_level_EPI.135	methylation_level_EPI.136	methylation_level_EPI.127	methylation_level_EPI.128	methylation_level_EPI.143	methylation_level_EPI.145
Scaffold_01	1174552	1174568	3	EPI-145,EPI-111	EPI-104,EPI-120	NA	0	0.65	0.0769230769230769	0.391304347826087	0	0.465116279069767	0.5	0	0.45	NA	0.75
Scaffold_01	7779604	7779637	4	EPI-143,EPI-111	EPI-136,EPI-120	0.72	0.341463414634146	0.72972972972973	0.548387096774194	0.678571428571429	0.0833333333333333	0.428571428571429	0.137931034482759	0.761904761904762	0.2	0.846153846153846	NA
Scaffold_01	11560620	11561025	16	EPI-135,EPI-145,EPI-127,EPI-119,EPI-103,EPI-120		0.0532544378698225	0.0246575342465753	0.0117647058823529	0.0137931034482759	0.0471976401179941	0.0615384615384615	0.142405063291139	0.0120481927710843	0.0551948051948052	0.03125	0.00829875518672199	0.0645161290322581
Scaffold_01	11781543	11781799	6	EPI-136,EPI-104,EPI-119,EPI-127	EPI-145,EPI-111	0.34	0.19672131147541	0.132352941176471	0.139344262295082	0.247524752475248	0.144	0.130434782608696	0.244755244755245	0.155038759689922	0.272727272727273	0.0882352941176471	0.0634920634920635
Scaffold_01	12194474	12194499	5	EPI-127,EPI-128		0	0	0.0144927536231884	NA	0.0588235294117647	0	0	0	0.230769230769231	0.2	0.0833333333333333	0.032258064516129
Scaffold_01	12203041	12203064	5	EPI-119,EPI-143,EPI-145		0	0	0	0.0303030303030303	0.105263157894737	0.037037037037037	0	0	0.0408163265306122	0.0408163265306122	0.105263157894737	0.106382978723404
Scaffold_01	12483592	12483623	5	EPI-119,EPI-128,EPI-136	EPI-145	0.675	0.769230769230769	0.755102040816326	0.74468085106383	0.956521739130435	0.705882352941177	0.661538461538462	0.898550724637681	0.696969696969697	0.880597014925373	0.785714285714286	0.584905660377358
Scaffold_01	12544498	12544537	4	EPI-104,EPI-135,EPI-119	EPI-113	0.5	0.764705882352941	0.565217391304348	0.313432835820896	0.947368421052632	0.590909090909091	0.716666666666667	0.471264367816092	0.76	0.659090909090909	0.648148148148148	0.741935483870968
Scaffold_01	12753089	12753582	12	EPI-127,EPI-104	EPI-120	0.37037037037037	0.823008849557522	0.145833333333333	0.431578947368421	0.588235294117647	0	0.4375	0.125	0.557692307692308	0.484848484848485	0.517241379310345	0.590909090909091
Scaffold_01	13456219	13456343	7	EPI-103,EPI-111,EPI-120,EPI-128		0.0841121495327103	0.00469483568075117	0.0696517412935323	0.00427350427350427	0.0072992700729927	0.0705882352941176	0.023696682464455	0	0.00606060606060606	0.0530973451327434	0.028169014084507	0
